source,target,weight
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,2
The Lord of the Rings: The Fellowship of the Ring,The Reader,1
The Lord of the Rings: The Fellowship of the Ring,Vicky Cristina Barcelona,1
The Lord of the Rings: The Fellowship of the Ring,The Curious Case of Benjamin Button,2
The Lord of the Rings: The Fellowship of the Ring,Slumdog Millionaire,1
The Lord of the Rings: The Fellowship of the Ring,The Duchess,1
The Lord of the Rings: The Fellowship of the Ring,Crazy Heart,1
The Lord of the Rings: The Fellowship of the Ring,Inglourious Basterds,2
The Lord of the Rings: The Fellowship of the Ring,The Blind Side,1
The Lord of the Rings: The Fellowship of the Ring,Up,1
The Lord of the Rings: The Fellowship of the Ring,Avatar,3
The Lord of the Rings: The Fellowship of the Ring,The Young Victoria,1
The Lord of the Rings: The Fellowship of the Ring,The Hurt Locker,1
The Lord of the Rings: The Fellowship of the Ring,The Secret in Their Eyes,1
The Lord of the Rings: The Fellowship of the Ring,Star Trek,2
Black Hawk Down,The Pianist,2
Black Hawk Down,The Hours,1
Black Hawk Down,Road to Perdition,1
Black Hawk Down,Nowhere in Africa,1
Black Hawk Down,Frida,1
Black Hawk Down,8 Mile,1
Black Hawk Down,The Lord of the Rings: The Two Towers,1
Black Hawk Down,Mystic River,1
Black Hawk Down,Monster,1
Black Hawk Down,Cold Mountain,3
Black Hawk Down,The Lord of the Rings: The Return of the King,1
Black Hawk Down,Master and Commander: The Far Side of the World,3
Black Hawk Down,The Barbarian Invasions,1
Black Hawk Down,Ray,1
Black Hawk Down,Million Dollar Baby,1
Black Hawk Down,The Aviator,1
Black Hawk Down,The Sea Inside,1
Black Hawk Down,Sideways,1
Black Hawk Down,Capote,1
Black Hawk Down,Syriana,1
Black Hawk Down,Walk the Line,1
Black Hawk Down,The Constant Gardener,1
Black Hawk Down,Memoirs of a Geisha,1
Black Hawk Down,Brokeback Mountain,1
Black Hawk Down,Crash,1
Black Hawk Down,Tsotsi,1
Black Hawk Down,Hustle & Flow,1
Black Hawk Down,King Kong,1
Black Hawk Down,The Last King of Scotland,2
Black Hawk Down,Little Miss Sunshine,1
Black Hawk Down,The Queen,1
Black Hawk Down,Dreamgirls,1
Black Hawk Down,Pan's Labyrinth,2
Black Hawk Down,Marie Antoinette,2
Black Hawk Down,The Departed,1
Black Hawk Down,The Lives of Others,1
Black Hawk Down,There Will Be Blood,1
Black Hawk Down,No Country for Old Men,1
Black Hawk Down,Michael Clayton,1
Black Hawk Down,Elizabeth: The Golden Age,3
Black Hawk Down,Once,1
Black Hawk Down,Milk,2
Black Hawk Down,The Dark Knight,1
Black Hawk Down,The Reader,1
Black Hawk Down,Vicky Cristina Barcelona,1
Black Hawk Down,The Curious Case of Benjamin Button,1
Black Hawk Down,Slumdog Millionaire,1
Black Hawk Down,The Duchess,2
Black Hawk Down,Crazy Heart,1
Black Hawk Down,Inglourious Basterds,2
Black Hawk Down,The Blind Side,1
Black Hawk Down,The Young Victoria,2
Black Hawk Down,The Hurt Locker,3
Black Hawk Down,The Secret in Their Eyes,1
"Monsters, Inc.",Chicago,1
"Monsters, Inc.",Spirited Away,4
"Monsters, Inc.",The Lord of the Rings: The Two Towers,2
"Monsters, Inc.",Cold Mountain,1
"Monsters, Inc.",Finding Nemo,4
"Monsters, Inc.",The Lord of the Rings: The Return of the King,2
"Monsters, Inc.",Master and Commander: The Far Side of the World,1
"Monsters, Inc.",The Barbarian Invasions,1
"Monsters, Inc.",The Incredibles,3
"Monsters, Inc.",Spider-Man 2,2
"Monsters, Inc.",Sideways,2
"Monsters, Inc.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3
"Monsters, Inc.",King Kong,1
"Monsters, Inc.",Little Miss Sunshine,1
"Monsters, Inc.",Happy Feet,3
"Monsters, Inc.",Pan's Labyrinth,1
"Monsters, Inc.",Pirates of the Caribbean: Dead Man's Chest,2
"Monsters, Inc.",Ratatouille,4
"Monsters, Inc.",The Golden Compass,3
"Monsters, Inc.",The Curious Case of Benjamin Button,1
"Monsters, Inc.",Inglourious Basterds,1
"Monsters, Inc.",Up,4
"Monsters, Inc.",Avatar,2
"Monsters, Inc.",Star Trek,1
The Pianist,The Hours,1
The Pianist,Road to Perdition,1
The Pianist,Nowhere in Africa,2
The Pianist,Frida,2
The Pianist,8 Mile,1
The Pianist,The Lord of the Rings: The Two Towers,1
The Pianist,Mystic River,1
The Pianist,Monster,2
The Pianist,Cold Mountain,2
The Pianist,The Lord of the Rings: The Return of the King,1
The Pianist,Master and Commander: The Far Side of the World,2
The Pianist,The Barbarian Invasions,1
The Pianist,Ray,2
The Pianist,Million Dollar Baby,1
The Pianist,The Aviator,2
The Pianist,The Sea Inside,2
The Pianist,Sideways,1
The Pianist,Capote,2
The Pianist,Syriana,1
The Pianist,Walk the Line,2
The Pianist,The Constant Gardener,1
The Pianist,Memoirs of a Geisha,1
The Pianist,Brokeback Mountain,1
The Pianist,Crash,1
The Pianist,Tsotsi,1
The Pianist,Hustle & Flow,1
The Pianist,King Kong,1
The Pianist,The Last King of Scotland,2
The Pianist,Little Miss Sunshine,1
The Pianist,The Queen,2
The Pianist,Dreamgirls,1
The Pianist,Pan's Labyrinth,2
The Pianist,Marie Antoinette,2
The Pianist,The Departed,1
The Pianist,The Lives of Others,1
The Pianist,There Will Be Blood,1
The Pianist,No Country for Old Men,1
The Pianist,Michael Clayton,1
The Pianist,Elizabeth: The Golden Age,3
The Pianist,Once,1
The Pianist,Milk,2
The Pianist,The Dark Knight,1
The Pianist,The Reader,1
The Pianist,Vicky Cristina Barcelona,1
The Pianist,The Curious Case of Benjamin Button,1
The Pianist,Slumdog Millionaire,1
The Pianist,The Duchess,2
The Pianist,Crazy Heart,1
The Pianist,Inglourious Basterds,2
The Pianist,The Blind Side,2
The Pianist,The Young Victoria,2
The Pianist,The Hurt Locker,2
The Pianist,The Secret in Their Eyes,1
The Hours,Road to Perdition,1
The Hours,Nowhere in Africa,1
The Hours,Frida,2
The Hours,8 Mile,1
The Hours,The Lord of the Rings: The Two Towers,1
The Hours,Mystic River,1
The Hours,Monster,1
The Hours,Cold Mountain,2
The Hours,The Lord of the Rings: The Return of the King,1
The Hours,Master and Commander: The Far Side of the World,1
The Hours,The Barbarian Invasions,2
The Hours,Ray,1
The Hours,Million Dollar Baby,1
The Hours,The Aviator,1
The Hours,The Sea Inside,2
The Hours,Spider-Man 2,1
The Hours,Sideways,2
The Hours,Capote,1
The Hours,Syriana,1
The Hours,Walk the Line,2
The Hours,The Constant Gardener,2
The Hours,Memoirs of a Geisha,2
The Hours,Brokeback Mountain,2
The Hours,Crash,1
The Hours,Tsotsi,1
The Hours,Hustle & Flow,1
The Hours,King Kong,2
The Hours,The Last King of Scotland,1
The Hours,Little Miss Sunshine,1
The Hours,The Queen,1
The Hours,Dreamgirls,1
The Hours,Happy Feet,1
The Hours,Pan's Labyrinth,1
The Hours,Marie Antoinette,2
The Hours,The Departed,1
The Hours,The Lives of Others,1
The Hours,There Will Be Blood,1
The Hours,No Country for Old Men,1
The Hours,Michael Clayton,1
The Hours,Elizabeth: The Golden Age,1
The Hours,Once,2
The Hours,Milk,1
The Hours,The Dark Knight,1
The Hours,The Reader,2
The Hours,Vicky Cristina Barcelona,2
The Hours,The Curious Case of Benjamin Button,2
The Hours,Slumdog Millionaire,2
The Hours,The Duchess,2
The Hours,Crazy Heart,2
The Hours,Inglourious Basterds,1
The Hours,The Blind Side,1
The Hours,The Young Victoria,2
The Hours,The Hurt Locker,1
The Hours,The Secret in Their Eyes,1
Chicago,Road to Perdition,1
Chicago,Mystic River,1
Chicago,Monster,1
Chicago,Finding Nemo,1
Chicago,The Barbarian Invasions,2
Chicago,Sideways,1
Chicago,Capote,1
Chicago,Crash,1
Chicago,Tsotsi,1
Chicago,Hustle & Flow,1
Chicago,Little Miss Sunshine,1
Chicago,Dreamgirls,1
Chicago,Happy Feet,1
Chicago,The Departed,1
Chicago,No Country for Old Men,1
Chicago,Michael Clayton,1
Chicago,Ratatouille,1
Chicago,The Dark Knight,1
Chicago,Up,1
Spirited Away,The Lord of the Rings: The Two Towers,2
Spirited Away,Cold Mountain,1
Spirited Away,Finding Nemo,3
Spirited Away,The Lord of the Rings: The Return of the King,2
Spirited Away,Master and Commander: The Far Side of the World,1
Spirited Away,The Incredibles,3
Spirited Away,Spider-Man 2,2
Spirited Away,Sideways,1
Spirited Away,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",3
Spirited Away,King Kong,1
Spirited Away,Happy Feet,2
Spirited Away,Pan's Labyrinth,1
Spirited Away,Pirates of the Caribbean: Dead Man's Chest,2
Spirited Away,Ratatouille,3
Spirited Away,The Golden Compass,3
Spirited Away,The Curious Case of Benjamin Button,1
Spirited Away,Inglourious Basterds,1
Spirited Away,Up,3
Spirited Away,Avatar,2
Spirited Away,Star Trek,1
Road to Perdition,Nowhere in Africa,1
Road to Perdition,Frida,1
Road to Perdition,8 Mile,1
Road to Perdition,The Lord of the Rings: The Two Towers,1
Road to Perdition,Mystic River,3
Road to Perdition,Monster,3
Road to Perdition,Cold Mountain,1
Road to Perdition,The Lord of the Rings: The Return of the King,1
Road to Perdition,Master and Commander: The Far Side of the World,1
Road to Perdition,The Barbarian Invasions,2
Road to Perdition,Ray,1
Road to Perdition,Million Dollar Baby,1
Road to Perdition,The Aviator,1
Road to Perdition,The Sea Inside,1
Road to Perdition,Sideways,1
Road to Perdition,Capote,2
Road to Perdition,Syriana,2
Road to Perdition,Walk the Line,1
Road to Perdition,The Constant Gardener,2
Road to Perdition,Memoirs of a Geisha,1
Road to Perdition,Brokeback Mountain,1
Road to Perdition,Crash,3
Road to Perdition,Tsotsi,2
Road to Perdition,Hustle & Flow,2
Road to Perdition,King Kong,1
Road to Perdition,The Last King of Scotland,2
Road to Perdition,Little Miss Sunshine,1
Road to Perdition,The Queen,1
Road to Perdition,Dreamgirls,1
Road to Perdition,Pan's Labyrinth,1
Road to Perdition,Marie Antoinette,1
Road to Perdition,The Departed,3
Road to Perdition,The Lives of Others,2
Road to Perdition,There Will Be Blood,1
Road to Perdition,No Country for Old Men,3
Road to Perdition,Michael Clayton,3
Road to Perdition,Elizabeth: The Golden Age,1
Road to Perdition,The Bourne Ultimatum,1
Road to Perdition,Once,1
Road to Perdition,Milk,1
Road to Perdition,The Dark Knight,3
Road to Perdition,The Reader,1
Road to Perdition,Vicky Cristina Barcelona,1
Road to Perdition,The Curious Case of Benjamin Button,1
Road to Perdition,Slumdog Millionaire,1
Road to Perdition,The Duchess,1
Road to Perdition,Crazy Heart,1
Road to Perdition,Inglourious Basterds,1
Road to Perdition,The Blind Side,1
Road to Perdition,The Young Victoria,1
Road to Perdition,The Hurt Locker,2
Road to Perdition,The Secret in Their Eyes,2
Nowhere in Africa,Frida,2
Nowhere in Africa,8 Mile,1
Nowhere in Africa,The Lord of the Rings: The Two Towers,1
Nowhere in Africa,Mystic River,1
Nowhere in Africa,Monster,2
Nowhere in Africa,Cold Mountain,1
Nowhere in Africa,The Lord of the Rings: The Return of the King,1
Nowhere in Africa,Master and Commander: The Far Side of the World,1
Nowhere in Africa,The Barbarian Invasions,1
Nowhere in Africa,Ray,2
Nowhere in Africa,Million Dollar Baby,1
Nowhere in Africa,The Aviator,2
Nowhere in Africa,The Sea Inside,2
Nowhere in Africa,Sideways,1
Nowhere in Africa,Capote,2
Nowhere in Africa,Syriana,1
Nowhere in Africa,Walk the Line,2
Nowhere in Africa,The Constant Gardener,1
Nowhere in Africa,Memoirs of a Geisha,1
Nowhere in Africa,Brokeback Mountain,1
Nowhere in Africa,Crash,1
Nowhere in Africa,Tsotsi,1
Nowhere in Africa,Hustle & Flow,1
Nowhere in Africa,King Kong,1
Nowhere in Africa,The Last King of Scotland,2
Nowhere in Africa,Little Miss Sunshine,1
Nowhere in Africa,The Queen,2
Nowhere in Africa,Dreamgirls,1
Nowhere in Africa,Pan's Labyrinth,1
Nowhere in Africa,Marie Antoinette,2
Nowhere in Africa,The Departed,1
Nowhere in Africa,The Lives of Others,1
Nowhere in Africa,There Will Be Blood,1
Nowhere in Africa,No Country for Old Men,1
Nowhere in Africa,Michael Clayton,1
Nowhere in Africa,Elizabeth: The Golden Age,2
Nowhere in Africa,Once,1
Nowhere in Africa,Milk,2
Nowhere in Africa,The Dark Knight,1
Nowhere in Africa,The Reader,1
Nowhere in Africa,Vicky Cristina Barcelona,1
Nowhere in Africa,The Curious Case of Benjamin Button,1
Nowhere in Africa,Slumdog Millionaire,1
Nowhere in Africa,The Duchess,2
Nowhere in Africa,Crazy Heart,1
Nowhere in Africa,Inglourious Basterds,1
Nowhere in Africa,The Blind Side,2
Nowhere in Africa,The Young Victoria,2
Nowhere in Africa,The Hurt Locker,1
Nowhere in Africa,The Secret in Their Eyes,1
Frida,8 Mile,1
Frida,The Lord of the Rings: The Two Towers,1
Frida,Mystic River,1
Frida,Monster,2
Frida,Cold Mountain,2
Frida,The Lord of the Rings: The Return of the King,1
Frida,Master and Commander: The Far Side of the World,1
Frida,The Barbarian Invasions,2
Frida,Ray,2
Frida,Million Dollar Baby,1
Frida,The Aviator,2
Frida,The Sea Inside,3
Frida,Spider-Man 2,1
Frida,Sideways,2
Frida,Capote,2
Frida,Syriana,1
Frida,Walk the Line,3
Frida,The Constant Gardener,2
Frida,Memoirs of a Geisha,2
Frida,Brokeback Mountain,2
Frida,Crash,1
Frida,Tsotsi,1
Frida,Hustle & Flow,1
Frida,King Kong,2
Frida,The Last King of Scotland,2
Frida,Little Miss Sunshine,1
Frida,The Queen,2
Frida,Dreamgirls,1
Frida,Happy Feet,1
Frida,Pan's Labyrinth,1
Frida,Marie Antoinette,3
Frida,The Departed,1
Frida,The Lives of Others,1
Frida,There Will Be Blood,1
Frida,No Country for Old Men,1
Frida,Michael Clayton,1
Frida,Elizabeth: The Golden Age,2
Frida,Once,2
Frida,Milk,2
Frida,The Dark Knight,1
Frida,The Reader,2
Frida,Vicky Cristina Barcelona,2
Frida,The Curious Case of Benjamin Button,2
Frida,Slumdog Millionaire,2
Frida,The Duchess,3
Frida,Crazy Heart,2
Frida,Inglourious Basterds,1
Frida,The Blind Side,2
Frida,The Young Victoria,3
Frida,The Hurt Locker,1
Frida,The Secret in Their Eyes,1
8 Mile,The Lord of the Rings: The Two Towers,1
8 Mile,Mystic River,1
8 Mile,Monster,1
8 Mile,Cold Mountain,1
8 Mile,The Lord of the Rings: The Return of the King,1
8 Mile,Master and Commander: The Far Side of the World,1
8 Mile,The Barbarian Invasions,1
8 Mile,Ray,2
8 Mile,Million Dollar Baby,1
8 Mile,The Aviator,1
8 Mile,The Sea Inside,1
8 Mile,Sideways,1
8 Mile,Capote,1
8 Mile,Syriana,1
8 Mile,Walk the Line,2
8 Mile,The Constant Gardener,1
8 Mile,Memoirs of a Geisha,1
8 Mile,Brokeback Mountain,1
8 Mile,Crash,1
8 Mile,Tsotsi,1
8 Mile,Hustle & Flow,2
8 Mile,King Kong,1
8 Mile,The Last King of Scotland,1
8 Mile,Little Miss Sunshine,1
8 Mile,The Queen,1
8 Mile,Dreamgirls,2
8 Mile,Happy Feet,1
8 Mile,Pan's Labyrinth,1
8 Mile,Marie Antoinette,1
8 Mile,The Departed,1
8 Mile,The Lives of Others,1
8 Mile,There Will Be Blood,1
8 Mile,No Country for Old Men,1
8 Mile,Michael Clayton,1
8 Mile,Elizabeth: The Golden Age,1
8 Mile,Once,2
8 Mile,Milk,1
8 Mile,The Dark Knight,1
8 Mile,The Reader,1
8 Mile,Vicky Cristina Barcelona,1
8 Mile,The Curious Case of Benjamin Button,1
8 Mile,Slumdog Millionaire,1
8 Mile,The Duchess,1
8 Mile,Crazy Heart,2
8 Mile,Inglourious Basterds,1
8 Mile,The Blind Side,1
8 Mile,The Young Victoria,1
8 Mile,The Hurt Locker,1
8 Mile,The Secret in Their Eyes,1
The Lord of the Rings: The Two Towers,Mystic River,1
The Lord of the Rings: The Two Towers,Monster,1
The Lord of the Rings: The Two Towers,Cold Mountain,2
The Lord of the Rings: The Two Towers,Finding Nemo,1
The Lord of the Rings: The Two Towers,The Lord of the Rings: The Return of the King,4
The Lord of the Rings: The Two Towers,Master and Commander: The Far Side of the World,3
The Lord of the Rings: The Two Towers,The Barbarian Invasions,1
The Lord of the Rings: The Two Towers,Ray,1
The Lord of the Rings: The Two Towers,Million Dollar Baby,1
The Lord of the Rings: The Two Towers,The Aviator,1
The Lord of the Rings: The Two Towers,The Incredibles,2
The Lord of the Rings: The Two Towers,The Sea Inside,1
The Lord of the Rings: The Two Towers,Spider-Man 2,3
The Lord of the Rings: The Two Towers,Sideways,2
The Lord of the Rings: The Two Towers,Capote,1
The Lord of the Rings: The Two Towers,Syriana,1
The Lord of the Rings: The Two Towers,Walk the Line,1
The Lord of the Rings: The Two Towers,The Constant Gardener,1
The Lord of the Rings: The Two Towers,Memoirs of a Geisha,1
The Lord of the Rings: The Two Towers,Brokeback Mountain,1
The Lord of the Rings: The Two Towers,Crash,1
The Lord of the Rings: The Two Towers,Tsotsi,1
The Lord of the Rings: The Two Towers,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
The Lord of the Rings: The Two Towers,Hustle & Flow,1
The Lord of the Rings: The Two Towers,King Kong,3
The Lord of the Rings: The Two Towers,The Last King of Scotland,1
The Lord of the Rings: The Two Towers,Little Miss Sunshine,1
The Lord of the Rings: The Two Towers,The Queen,1
The Lord of the Rings: The Two Towers,Dreamgirls,1
The Lord of the Rings: The Two Towers,Pan's Labyrinth,2
The Lord of the Rings: The Two Towers,Marie Antoinette,1
The Lord of the Rings: The Two Towers,The Departed,1
The Lord of the Rings: The Two Towers,The Lives of Others,1
The Lord of the Rings: The Two Towers,Pirates of the Caribbean: Dead Man's Chest,3
The Lord of the Rings: The Two Towers,There Will Be Blood,1
The Lord of the Rings: The Two Towers,No Country for Old Men,1
The Lord of the Rings: The Two Towers,Michael Clayton,1
The Lord of the Rings: The Two Towers,Ratatouille,1
The Lord of the Rings: The Two Towers,Elizabeth: The Golden Age,1
The Lord of the Rings: The Two Towers,The Bourne Ultimatum,1
The Lord of the Rings: The Two Towers,Once,1
The Lord of the Rings: The Two Towers,The Golden Compass,2
The Lord of the Rings: The Two Towers,Milk,1
The Lord of the Rings: The Two Towers,The Dark Knight,2
The Lord of the Rings: The Two Towers,The Reader,1
The Lord of the Rings: The Two Towers,Vicky Cristina Barcelona,1
The Lord of the Rings: The Two Towers,The Curious Case of Benjamin Button,2
The Lord of the Rings: The Two Towers,Slumdog Millionaire,1
The Lord of the Rings: The Two Towers,The Duchess,1
The Lord of the Rings: The Two Towers,Crazy Heart,1
The Lord of the Rings: The Two Towers,Inglourious Basterds,2
The Lord of the Rings: The Two Towers,The Blind Side,1
The Lord of the Rings: The Two Towers,Up,1
The Lord of the Rings: The Two Towers,Avatar,3
The Lord of the Rings: The Two Towers,The Young Victoria,1
The Lord of the Rings: The Two Towers,The Hurt Locker,1
The Lord of the Rings: The Two Towers,The Secret in Their Eyes,1
The Lord of the Rings: The Two Towers,Star Trek,2
Mystic River,Monster,3
Mystic River,Cold Mountain,1
Mystic River,The Lord of the Rings: The Return of the King,1
Mystic River,Master and Commander: The Far Side of the World,1
Mystic River,The Barbarian Invasions,3
Mystic River,Ray,1
Mystic River,Million Dollar Baby,1
Mystic River,The Aviator,1
Mystic River,The Sea Inside,1
Mystic River,Sideways,1
Mystic River,Capote,2
Mystic River,Syriana,2
Mystic River,Walk the Line,1
Mystic River,The Constant Gardener,3
Mystic River,Memoirs of a Geisha,1
Mystic River,Brokeback Mountain,1
Mystic River,Crash,3
Mystic River,Tsotsi,2
Mystic River,Hustle & Flow,2
Mystic River,King Kong,1
Mystic River,The Last King of Scotland,2
Mystic River,Little Miss Sunshine,1
Mystic River,The Queen,1
Mystic River,Dreamgirls,1
Mystic River,Pan's Labyrinth,1
Mystic River,Marie Antoinette,1
Mystic River,The Departed,3
Mystic River,The Lives of Others,2
Mystic River,There Will Be Blood,1
Mystic River,No Country for Old Men,3
Mystic River,Michael Clayton,4
Mystic River,Elizabeth: The Golden Age,1
Mystic River,The Bourne Ultimatum,2
Mystic River,Once,1
Mystic River,Milk,1
Mystic River,The Dark Knight,3
Mystic River,The Reader,1
Mystic River,Vicky Cristina Barcelona,1
Mystic River,The Curious Case of Benjamin Button,1
Mystic River,Slumdog Millionaire,1
Mystic River,The Duchess,1
Mystic River,Crazy Heart,1
Mystic River,Inglourious Basterds,1
Mystic River,The Blind Side,1
Mystic River,The Young Victoria,1
Mystic River,The Hurt Locker,2
Mystic River,The Secret in Their Eyes,3
Monster,Cold Mountain,1
Monster,The Lord of the Rings: The Return of the King,1
Monster,Master and Commander: The Far Side of the World,1
Monster,The Barbarian Invasions,2
Monster,Ray,2
Monster,Million Dollar Baby,1
Monster,The Aviator,2
Monster,The Sea Inside,2
Monster,Sideways,1
Monster,Capote,3
Monster,Syriana,2
Monster,Walk the Line,2
Monster,The Constant Gardener,2
Monster,Memoirs of a Geisha,1
Monster,Brokeback Mountain,1
Monster,Crash,3
Monster,Tsotsi,2
Monster,Hustle & Flow,2
Monster,King Kong,1
Monster,The Last King of Scotland,3
Monster,Little Miss Sunshine,1
Monster,The Queen,2
Monster,Dreamgirls,1
Monster,Pan's Labyrinth,1
Monster,Marie Antoinette,2
Monster,The Departed,3
Monster,The Lives of Others,2
Monster,There Will Be Blood,1
Monster,No Country for Old Men,3
Monster,Michael Clayton,3
Monster,Elizabeth: The Golden Age,2
Monster,The Bourne Ultimatum,1
Monster,Once,1
Monster,Milk,2
Monster,The Dark Knight,3
Monster,The Reader,1
Monster,Vicky Cristina Barcelona,1
Monster,The Curious Case of Benjamin Button,1
Monster,Slumdog Millionaire,1
Monster,The Duchess,2
Monster,Crazy Heart,1
Monster,Inglourious Basterds,1
Monster,The Blind Side,2
Monster,The Young Victoria,2
Monster,The Hurt Locker,2
Monster,The Secret in Their Eyes,2
Cold Mountain,Finding Nemo,1
Cold Mountain,The Lord of the Rings: The Return of the King,2
Cold Mountain,Master and Commander: The Far Side of the World,4
Cold Mountain,The Barbarian Invasions,2
Cold Mountain,Ray,1
Cold Mountain,Million Dollar Baby,1
Cold Mountain,The Aviator,1
Cold Mountain,The Incredibles,1
Cold Mountain,The Sea Inside,2
Cold Mountain,Spider-Man 2,2
Cold Mountain,Sideways,3
Cold Mountain,Capote,1
Cold Mountain,Syriana,1
Cold Mountain,Walk the Line,2
Cold Mountain,The Constant Gardener,2
Cold Mountain,Memoirs of a Geisha,2
Cold Mountain,Brokeback Mountain,2
Cold Mountain,Crash,1
Cold Mountain,Tsotsi,1
Cold Mountain,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
Cold Mountain,Hustle & Flow,1
Cold Mountain,King Kong,3
Cold Mountain,The Last King of Scotland,2
Cold Mountain,Little Miss Sunshine,1
Cold Mountain,The Queen,1
Cold Mountain,Dreamgirls,1
Cold Mountain,Happy Feet,1
Cold Mountain,Pan's Labyrinth,2
Cold Mountain,Marie Antoinette,3
Cold Mountain,The Departed,1
Cold Mountain,The Lives of Others,1
Cold Mountain,Pirates of the Caribbean: Dead Man's Chest,1
Cold Mountain,There Will Be Blood,1
Cold Mountain,No Country for Old Men,1
Cold Mountain,Michael Clayton,1
Cold Mountain,Elizabeth: The Golden Age,3
Cold Mountain,Once,2
Cold Mountain,The Golden Compass,1
Cold Mountain,Milk,2
Cold Mountain,The Dark Knight,1
Cold Mountain,The Reader,2
Cold Mountain,Vicky Cristina Barcelona,2
Cold Mountain,The Curious Case of Benjamin Button,2
Cold Mountain,Slumdog Millionaire,2
Cold Mountain,The Duchess,3
Cold Mountain,Crazy Heart,2
Cold Mountain,Inglourious Basterds,3
Cold Mountain,The Blind Side,1
Cold Mountain,Up,1
Cold Mountain,Avatar,1
Cold Mountain,The Young Victoria,3
Cold Mountain,The Hurt Locker,3
Cold Mountain,The Secret in Their Eyes,1
Cold Mountain,Star Trek,1
Finding Nemo,The Lord of the Rings: The Return of the King,1
Finding Nemo,Master and Commander: The Far Side of the World,1
Finding Nemo,The Barbarian Invasions,1
Finding Nemo,The Incredibles,3
Finding Nemo,Spider-Man 2,1
Finding Nemo,Sideways,2
Finding Nemo,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
Finding Nemo,King Kong,1
Finding Nemo,Little Miss Sunshine,1
Finding Nemo,Happy Feet,3
Finding Nemo,Pirates of the Caribbean: Dead Man's Chest,1
Finding Nemo,Ratatouille,3
Finding Nemo,The Golden Compass,2
Finding Nemo,Inglourious Basterds,1
Finding Nemo,Up,4
Finding Nemo,Avatar,1
Finding Nemo,Star Trek,1
The Lord of the Rings: The Return of the King,Master and Commander: The Far Side of the World,3
The Lord of the Rings: The Return of the King,The Barbarian Invasions,1
The Lord of the Rings: The Return of the King,Ray,1
The Lord of the Rings: The Return of the King,Million Dollar Baby,1
The Lord of the Rings: The Return of the King,The Aviator,1
The Lord of the Rings: The Return of the King,The Incredibles,2
The Lord of the Rings: The Return of the King,The Sea Inside,1
The Lord of the Rings: The Return of the King,Spider-Man 2,3
The Lord of the Rings: The Return of the King,Sideways,2
The Lord of the Rings: The Return of the King,Capote,1
The Lord of the Rings: The Return of the King,Syriana,1
The Lord of the Rings: The Return of the King,Walk the Line,1
The Lord of the Rings: The Return of the King,The Constant Gardener,1
The Lord of the Rings: The Return of the King,Memoirs of a Geisha,1
The Lord of the Rings: The Return of the King,Brokeback Mountain,1
The Lord of the Rings: The Return of the King,Crash,1
The Lord of the Rings: The Return of the King,Tsotsi,1
The Lord of the Rings: The Return of the King,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2
The Lord of the Rings: The Return of the King,Hustle & Flow,1
The Lord of the Rings: The Return of the King,King Kong,3
The Lord of the Rings: The Return of the King,The Last King of Scotland,1
The Lord of the Rings: The Return of the King,Little Miss Sunshine,1
The Lord of the Rings: The Return of the King,The Queen,1
The Lord of the Rings: The Return of the King,Dreamgirls,1
The Lord of the Rings: The Return of the King,Pan's Labyrinth,2
The Lord of the Rings: The Return of the King,Marie Antoinette,1
The Lord of the Rings: The Return of the King,The Departed,1
The Lord of the Rings: The Return of the King,The Lives of Others,1
The Lord of the Rings: The Return of the King,Pirates of the Caribbean: Dead Man's Chest,3
The Lord of the Rings: The Return of the King,There Will Be Blood,1
The Lord of the Rings: The Return of the King,No Country for Old Men,1
The Lord of the Rings: The Return of the King,Michael Clayton,1
The Lord of the Rings: The Return of the King,Ratatouille,1
The Lord of the Rings: The Return of the King,Elizabeth: The Golden Age,1
The Lord of the Rings: The Return of the King,The Bourne Ultimatum,1
The Lord of the Rings: The Return of the King,Once,1
The Lord of the Rings: The Return of the King,The Golden Compass,2
The Lord of the Rings: The Return of the King,Milk,1
The Lord of the Rings: The Return of the King,The Dark Knight,2
The Lord of the Rings: The Return of the King,The Reader,1
The Lord of the Rings: The Return of the King,Vicky Cristina Barcelona,1
The Lord of the Rings: The Return of the King,The Curious Case of Benjamin Button,2
The Lord of the Rings: The Return of the King,Slumdog Millionaire,1
The Lord of the Rings: The Return of the King,The Duchess,1
The Lord of the Rings: The Return of the King,Crazy Heart,1
The Lord of the Rings: The Return of the King,Inglourious Basterds,2
The Lord of the Rings: The Return of the King,The Blind Side,1
The Lord of the Rings: The Return of the King,Up,1
The Lord of the Rings: The Return of the King,Avatar,3
The Lord of the Rings: The Return of the King,The Young Victoria,1
The Lord of the Rings: The Return of the King,The Hurt Locker,1
The Lord of the Rings: The Return of the King,The Secret in Their Eyes,1
The Lord of the Rings: The Return of the King,Star Trek,2
Master and Commander: The Far Side of the World,The Barbarian Invasions,1
Master and Commander: The Far Side of the World,Ray,1
Master and Commander: The Far Side of the World,Million Dollar Baby,1
